Time,pH,Temp,Dev 0 Stat,Dev 1 Stat
2019-06-07 18:18:56.366406,6.71,,Connected,trying...
2019-06-07 18:18:56.374430,6.71,,Connected,trying...
2019-06-07 18:18:56.374430,6.71,,Connected,trying...
2019-06-07 18:18:56.374430,6.71,,Connected,trying...
2019-06-07 18:18:56.391061,6.71,,Connected,trying...
2019-06-07 18:18:56.391061,6.71,,Connected,trying...
2019-06-07 18:18:56.391061,6.71,,Connected,trying...
2019-06-07 18:18:56.391061,6.71,,Connected,trying...
2019-06-07 18:18:56.407729,6.71,,Connected,trying...
2019-06-07 18:18:56.407729,6.71,,Connected,trying...
2019-06-07 18:18:56.407729,6.71,,Connected,trying...
2019-06-07 18:18:56.423354,6.71,,Connected,trying...
2019-06-07 18:18:56.424366,6.71,,Connected,trying...
2019-06-07 18:18:56.424366,6.71,,Connected,trying...
2019-06-07 18:18:56.424366,6.71,,Connected,trying...
2019-06-07 18:22:45.662728,7.0200000000000005,,Connected,trying...
2019-06-07 18:22:47.166691,6.94,,Connected,trying...
2019-06-07 18:22:48.671157,7.0200000000000005,,Connected,trying...
2019-06-07 18:22:50.174666,6.94,err,Connected,Connection Failed
2019-06-07 18:25:11.170083,7.06,err,Connected,Connection Failed
2019-06-07 18:25:12.674196,7.159999999999999,err,Connected,Connection Failed
2019-06-07 18:30:44.074500,7.039999999999999,err,Connected,Connection Failed
2019-06-07 18:30:45.590292,7.129999999999999,err,Connected,Connection Failed
