Time,pH,Temp,Dev 0 Stat,Dev 1 Stat
2019-06-08 11:41:58.564729,6.88,,Connected,trying...
2019-06-08 11:42:00.074358,6.92,,Connected,trying...
2019-06-08 11:42:01.579860,6.949999999999999,,Connected,trying...
